,0
0,0.3019
1,0.1565
2,0.4746
3,0.2948
4,0.6779
5,0.6641
6,0.577
7,0.4744
8,0.5411
9,0.1949
10,0.537
11,0.1565
12,0.7688
13,0.3539
14,0.4286
15,0.268
16,0.347
17,0.5652
18,0.7262
19,0.6052
20,0.3038
21,0.6082
22,0.1982
23,0.5483
24,0.3261
25,0.7635
26,0.3815
27,0.5054
28,0.3447
29,0.1831
30,0.7923
31,0.4052
32,0.4571
33,0.704
34,0.3027
35,0.4387
36,0.5638
37,0.3877
38,0.5421
39,0.6321
40,0.5887
41,0.4449
42,0.7303
43,0.2177
44,0.1503
45,0.2438
46,0.6102
47,0.4407
48,0.8053
49,0.5832
50,0.1624
51,0.2498
52,0.8914
53,0.5898
54,0.4302
55,0.7554
56,0.8094
57,0.5698
58,0.5616
59,0.6791
60,0.1385
61,0.3285
62,0.2274
63,0.1794
64,0.567
65,0.4164
66,0.1327
67,0.5316
68,0.7662
69,0.5853
70,0.458
71,0.4721
72,0.4226
73,0.2246
74,0.2261
75,0.2543
76,0.7836
77,0.2446
78,0.4946
79,0.2815
80,0.5554
81,0.7111
82,0.5532
83,0.9283
84,0.6059
85,0.8641
86,0.242
87,0.2579
88,0.3523
89,0.4129
90,0.191
91,0.2048
92,0.2561
93,0.4315
94,0.1901
95,0.1312
96,0.6192
97,0.2721
98,0.6563
99,0.5532
100,0.2586
101,0.1979
102,0.4938
103,0.3837
104,0.5699
105,0.3353
106,0.6973
107,0.5678
108,0.1842
109,0.6593
110,0.5048
111,0.7152
112,0.4924
113,0.7915
114,0.4387
115,0.9919
116,0.4531
117,0.5964
118,0.3102
119,0.7004
120,0.3735
121,0.3052
122,0.2281
123,0.2672
124,0.6294
125,0.2481
126,0.2349
127,0.3302
128,0.4888
129,0.4555
130,0.6524
131,0.5773
132,0.5006
133,0.4537
134,0.65
135,0.2544
136,0.6207
137,0.8136
138,0.3529
139,0.7227
140,0.6712
141,0.1638
142,0.1644
143,0.3233
144,0.5155
145,0.4673
146,0.3145
147,0.5296
148,0.3796
149,0.8137
150,0.6275
151,0.8407
152,0.6477
153,0.9191
154,0.5138
155,0.2183
156,0.1664
157,0.4711
158,0.4561
159,0.4425
160,0.3199
161,0.4767
162,0.7073
163,0.5515
164,0.6956
165,0.8492
166,0.2698
167,0.5416
168,0.7585
169,0.2985
170,0.4885
171,0.8004
172,0.6736
173,0.2664
174,0.2739
175,0.6873
176,0.5029
177,0.5339
178,0.2292
179,0.7151
180,0.4019
181,0.4182
182,0.3608
183,0.705
184,0.5717
185,0.1325
186,0.2699
187,0.9785
188,0.658
189,0.7357
190,0.6314
191,0.134
192,0.4866
193,0.6974
194,0.5447
195,0.7371
196,0.3707
197,0.3289
198,0.3018
199,0.7879
200,0.5974
201,0.3978
202,0.3336
203,0.4959
204,0.6165
205,0.4508
206,0.3303
207,0.1426
208,0.636
209,0.7863
210,0.3419
211,0.4262
212,0.967
213,0.6682
214,0.5836
215,0.5355
216,0.5723
217,0.2129
218,0.4588
219,0.8389
220,0.4145
221,0.4051
222,0.3989
223,0.2742
224,0.824
225,0.1925
226,0.5721
227,0.1977
228,0.6
229,0.2291
230,0.7498
231,0.3653
232,0.1981
233,0.317
234,0.214
235,0.4648
236,0.8138
237,1.0162
238,0.9036
239,0.2229
240,0.845
241,0.3394
242,0.2319
243,0.8119
244,0.4761
245,0.7604
246,0.4448
247,0.6078
248,0.2556
249,0.2464
250,0.6266
251,0.1886
252,0.337
253,0.5392
254,0.3837
255,0.3038
256,0.5596
257,0.5272
258,0.2021
259,0.3617
260,0.4187
261,0.2776
