,0
0,0.182
1,0.126
2,0.4013
3,0.2434
4,0.6836
5,0.7206
6,0.6341
7,0.3579
8,0.4793
9,0.1327
10,0.6518
11,0.1841
12,0.351
13,0.4194
14,0.2854
15,0.2571
16,0.2682
17,0.6227
18,0.5941
19,0.4667
20,0.2531
21,0.3098
22,0.4129
23,0.4107
24,0.418
25,0.8609
26,0.2986
27,0.5883
28,0.523
29,0.2099
30,1.0774
31,0.3651
32,0.3218
33,0.7787
34,0.3467
35,0.4358
36,0.7208
37,0.3603
38,0.6129
39,0.5625
40,0.3811
41,0.5393
42,0.8968
43,0.353
44,0.1962
45,0.1809
46,0.8049
47,0.397
48,0.4435
49,0.7128
50,0.1497
51,0.4172
52,0.642
53,0.451
54,0.5362
55,0.9387
56,0.7043
57,0.4032
58,0.5121
59,0.7654
60,0.1281
61,0.5326
62,0.3301
63,0.2035
64,0.6189
65,0.3198
66,0.1712
67,0.4763
68,0.5837
69,0.8484
70,0.3459
71,0.6704
72,0.447
73,0.1814
74,0.3405
75,0.2925
76,0.7217
77,0.1617
78,0.3459
79,0.2534
80,0.8677
81,0.7084
82,0.4441
83,0.5199
84,0.5402
85,0.5039
86,0.2768
87,0.1668
88,0.4229
89,0.5396
90,0.2063
91,0.2338
92,0.3591
93,0.605
94,0.1702
95,0.0964
96,0.6948
97,0.213
98,0.3512
99,0.3229
100,0.2585
101,0.2058
102,0.311
103,0.3337
104,0.3066
105,0.5174
106,0.8371
107,0.3591
108,0.1405
109,0.5046
110,0.331
111,0.6524
112,0.6919
113,0.8497
114,0.3937
115,1.0474
116,0.4043
117,0.4251
118,0.6519
119,0.654
120,0.3492
121,0.2842
122,0.2488
123,0.1844
124,0.7797
125,0.1611
126,0.1419
127,0.3602
128,0.3896
129,0.3034
130,0.6249
131,0.394
132,0.3465
133,0.5606
134,0.4981
135,0.2074
136,0.4927
137,0.5988
138,0.4712
139,0.6466
140,0.8466
141,0.1923
142,0.1762
143,0.2381
144,0.5554
145,0.4041
146,0.3181
147,0.3584
148,0.7246
149,0.7879
150,1.1869
151,0.6031
152,0.4604
153,0.5152
154,0.9709
155,0.12
156,0.1591
157,0.4141
158,0.7799
159,0.4346
160,0.5494
161,0.3622
162,1.1877
163,0.5628
164,0.6822
165,0.7675
166,0.2661
167,0.5688
168,0.8364
169,0.4808
170,0.7933
171,1.3724
172,0.5369
173,0.1931
174,0.2894
175,0.7236
176,0.4504
177,0.5799
178,0.1945
179,0.6146
180,0.4688
181,0.3081
182,0.2458
183,0.9443
184,0.6923
185,0.2091
186,0.2346
187,1.0046
188,0.523
189,1.2157
190,0.4133
191,0.1197
192,0.5223
193,0.7108
194,0.717
195,0.7895
196,0.3297
197,0.3492
198,0.4472
199,0.6801
200,0.5255
201,0.2884
202,0.4906
203,0.229
204,0.6053
205,0.7246
206,0.2107
207,0.0965
208,0.5415
209,0.5843
210,0.4305
211,0.384
212,1.548
213,0.6719
214,0.6894
215,0.4601
216,0.4521
217,0.158
218,0.6692
219,0.5244
