,0
0,0.2704
1,0.1654
2,0.3899
3,0.3372
4,0.6904
5,0.6455
6,0.5275
7,0.5353
8,0.6603
9,0.1679
10,0.4692
11,0.1732
12,0.5937
13,0.3871
14,0.4245
15,0.2604
16,0.4027
17,0.5379
18,0.7995
19,0.5823
20,0.3009
21,0.5017
22,0.263
23,0.5312
24,0.4321
25,0.7205
26,0.3257
27,0.6128
28,0.3137
29,0.216
30,0.7287
31,0.3067
32,0.5845
33,0.6948
34,0.3689
35,0.3977
36,0.6946
37,0.393
38,0.6815
39,0.6084
40,0.7323
41,0.4382
42,0.7617
43,0.2345
44,0.1638
45,0.233
46,0.631
47,0.4708
48,0.6568
49,0.6305
50,0.1495
51,0.2375
52,0.7844
53,0.4806
54,0.3881
55,0.7345
56,0.9221
57,0.6415
58,0.6494
59,0.5455
60,0.1353
61,0.3676
62,0.2081
63,0.217
64,0.833
65,0.4692
66,0.1349
67,0.5514
68,0.9655
69,0.4942
70,0.4902
71,0.5254
72,0.4963
73,0.2001
74,0.2523
75,0.2206
76,0.6139
77,0.2039
78,0.387
79,0.2896
80,0.5718
81,0.7205
82,0.6023
83,0.9388
84,0.5099
85,0.9813
86,0.2292
87,0.2862
88,0.3913
89,0.4507
90,0.1955
91,0.2524
92,0.2735
93,0.4954
94,0.1314
95,0.1297
96,0.6356
97,0.2632
98,0.4497
99,0.5544
100,0.2548
101,0.2112
102,0.3497
103,0.3826
104,0.5054
105,0.3791
106,0.6721
107,0.6354
108,0.1616
109,0.6549
110,0.4862
111,0.7442
112,0.5841
113,0.8184
114,0.3998
115,0.8596
116,0.3345
117,0.5966
118,0.3943
119,0.6495
120,0.3422
121,0.2736
122,0.1993
123,0.2126
124,0.7017
125,0.2278
126,0.2056
127,0.3531
128,0.4746
129,0.367
130,0.6082
131,0.5167
132,0.3204
133,0.4924
134,0.7802
135,0.2171
136,0.6065
137,0.8204
138,0.3339
139,0.7277
140,0.5999
141,0.1568
142,0.1837
143,0.3643
144,0.4737
145,0.3999
146,0.3399
147,0.5431
148,0.4363
149,0.9087
150,0.8188
151,0.7683
152,0.5832
153,0.9008
154,0.7077
155,0.1718
156,0.1927
157,0.4151
158,0.4946
159,0.4481
160,0.4197
161,0.4486
162,1.0091
163,0.5409
164,0.6643
165,0.9823
166,0.333
167,0.5822
168,0.6906
169,0.3844
170,0.5131
171,0.9656
172,0.6504
173,0.2367
174,0.2582
175,0.6825
176,0.4108
177,0.4669
178,0.2015
179,0.7112
180,0.3963
181,0.3954
182,0.6229
183,0.6786
184,0.6438
185,0.1278
186,0.2624
187,1.0314
188,0.4792
189,0.7648
190,0.4631
191,0.1165
192,0.4535
193,0.7805
194,0.6754
195,0.6996
196,0.4833
197,0.3298
198,0.3542
199,0.9355
200,0.7781
201,0.3544
202,0.2577
203,0.4032
204,0.5906
205,0.5245
206,0.3904
207,0.1404
208,0.5441
209,0.8012
210,0.3638
211,0.4576
212,1.1654
213,0.5706
214,0.6778
215,0.544
216,0.4852
217,0.1971
218,0.3572
219,0.8355
220,0.3956
221,0.452
222,0.4518
223,0.3074
224,1.1022
225,0.1957
226,0.6292
227,0.2272
228,0.6527
229,0.2003
230,0.7377
231,0.3928
232,0.1766
233,0.2556
234,0.1946
235,0.4292
236,0.7561
237,1.2596
238,0.9337
239,0.267
240,1.2075
241,0.3461
242,0.2509
243,0.6246
244,0.4607
245,0.7522
246,0.6325
247,0.6179
248,0.2927
249,0.1877
250,0.5095
251,0.1562
252,0.3274
253,0.4817
254,0.3494
255,0.2978
256,0.5122
257,0.4544
258,0.2439
259,0.4059
260,0.4933
261,0.2528
262,0.2189
263,0.7516
264,0.26
265,0.2559
266,0.5756
267,0.9091
268,1.1604
269,0.4351
270,0.6014
271,0.4762
272,0.1648
273,0.1594
274,0.7492
275,0.7651
276,0.5923
277,0.4232
278,0.7174
279,0.4762
280,0.7968
281,0.6531
282,0.2082
283,0.7255
284,0.8937
285,0.2843
286,0.8698
287,0.6023
288,0.4018
289,0.2371
290,1.231
291,0.5469
292,0.9739
293,0.3119
294,0.4596
295,0.3
296,0.4174
297,0.3257
298,1.0181
299,0.763
300,0.1487
301,0.1491
302,0.6115
303,0.6514
304,0.2095
305,0.1795
306,0.4097
307,0.4532
308,0.3201
309,0.3301
310,0.1701
311,0.4395
312,0.2086
313,1.0996
314,0.2373
315,0.484
316,0.4716
317,0.7774
318,0.96
319,0.2678
320,0.2788
321,0.6428
322,0.2222
323,0.6076
324,0.8117
325,0.1856
326,0.4986
327,0.5158
328,0.6955
329,0.3886
330,1.0075
331,0.4268
332,0.6519
333,0.71
334,0.3944
335,0.8352
336,0.161
337,0.9723
338,0.9231
339,0.6055
340,1.0361
341,0.2698
342,0.568
343,0.5297
344,0.6571
345,0.6609
346,0.6906
347,0.2794
348,0.7185
349,1.0365
350,0.499
351,0.633
352,0.3343
353,0.1779
354,0.5095
355,0.7208
356,0.5773
357,0.5449
358,0.5632
359,0.7269
360,0.2531
361,0.6185
362,0.2294
363,0.3088
364,0.5189
365,0.6492
366,0.3567
367,0.2867
368,0.6709
369,0.5814
370,0.2804
371,0.5833
372,0.5146
373,0.2904
374,0.1985
375,0.4793
376,0.2802
377,0.2507
378,0.3182
379,0.8477
380,0.2899
381,0.7031
382,0.263
383,0.6752
384,0.349
385,0.2305
386,1.2286
387,0.595
388,0.8601
389,0.2819
390,0.3754
391,0.2969
392,0.4542
393,0.2419
394,0.846
395,0.633
396,0.134
397,0.9174
398,0.3213
399,0.4624
400,0.3328
401,0.3607
402,0.436
403,0.822
404,0.8134
405,0.7979
406,0.2093
407,0.75
408,0.3846
409,0.6319
410,0.9945
411,0.211
412,0.3826
413,0.7015
414,0.4648
415,0.2703
416,0.6685
