,0
0,0.1187
1,0.0951
2,0.3131
3,0.2582
4,0.6446
5,0.6455
6,0.8412
7,0.3997
8,0.3598
9,0.1347
10,0.5153
11,0.1693
12,0.3222
13,0.3669
14,0.2539
15,0.2384
16,0.2438
17,0.6172
18,0.5163
19,0.4697
20,0.22
21,0.3612
22,0.5293
23,0.4336
24,0.3736
25,0.8391
26,0.2961
27,0.5036
28,0.5066
29,0.1736
30,1.006
31,0.3564
32,0.3096
33,0.6338
34,0.452
35,0.2944
36,0.6648
37,0.2736
38,0.697
39,0.5383
40,0.5854
41,0.5104
42,0.8467
43,0.3732
44,0.1884
45,0.1849
46,0.5747
47,0.3814
48,0.2208
49,0.9052
50,0.156
51,0.4011
52,0.7992
53,0.4763
54,0.4155
55,0.8621
56,0.7879
57,0.5091
58,0.64
59,0.9998
60,0.1172
61,0.673
62,0.2099
63,0.2041
64,0.7677
65,0.3348
66,0.1466
67,0.7382
68,0.3816
69,0.7844
70,0.3721
71,0.6106
72,0.386
73,0.2291
74,0.3582
75,0.3964
76,0.61
77,0.165
78,0.3381
79,0.2294
80,0.7979
81,0.7176
82,0.4035
83,0.3808
84,0.437
85,0.5159
86,0.251
87,0.1841
88,0.3605
89,0.4301
90,0.1697
91,0.1911
92,0.3364
93,0.5217
94,0.1324
95,0.1154
96,0.7254
97,0.1885
98,0.2307
99,0.3683
100,0.26
101,0.2535
102,0.2514
103,0.2985
104,0.2975
105,0.3861
106,1.0883
107,0.3124
108,0.0901
109,0.5481
110,0.2281
111,0.7463
112,0.6417
113,0.5175
114,0.478
115,1.0262
116,0.5722
117,0.3734
118,0.5918
119,0.8852
120,0.2782
121,0.3804
122,0.2442
123,0.2244
124,0.9178
125,0.1337
126,0.1735
127,0.4076
128,0.3039
129,0.4395
130,0.7647
131,0.4862
132,0.4826
133,0.6258
134,0.5387
135,0.1511
136,0.6588
137,0.6734
138,0.4516
139,0.5881
140,0.6356
141,0.2071
142,0.1693
143,0.1998
144,0.6684
145,0.5033
146,0.5176
147,0.3976
148,0.6971
149,1.0247
150,1.43
151,0.7261
152,0.3735
153,0.5579
154,0.7566
155,0.0961
156,0.1581
157,0.4422
158,0.9461
159,0.4421
160,0.6587
161,0.2923
162,1.326
163,0.4086
164,0.5097
165,0.7471
166,0.2985
167,0.5595
168,1.1692
169,0.5157
170,0.6121
171,1.217
172,0.703
173,0.2621
174,0.3596
175,0.5421
176,0.4144
177,0.6531
178,0.2268
179,0.5977
180,0.5603
181,0.3297
182,0.2106
183,0.8495
184,0.8106
185,0.1863
186,0.2596
187,0.9455
188,0.3547
189,1.0804
190,0.365
191,0.1523
192,0.5764
193,0.9636
194,0.8287
195,0.5875
196,0.3484
197,0.3171
198,0.5498
199,0.6163
200,0.3334
201,0.448
202,0.6221
203,0.1958
204,0.5222
205,0.6248
206,0.2008
207,0.0945
208,0.4155
209,0.7403
210,0.5277
211,0.3845
212,1.9701
213,0.6267
214,0.6191
215,0.4516
216,0.5049
217,0.1703
218,0.8718
219,0.5858
220,0.3758
221,0.6669
222,0.2107
223,0.3598
224,0.8501
225,0.3149
226,0.5285
227,0.2411
228,0.2058
229,0.1282
230,0.9945
231,0.2481
232,0.1357
233,0.2679
234,0.2071
235,0.7298
236,0.7475
237,1.0873
238,0.6821
239,0.3403
240,1.9399
241,0.2653
242,0.4249
243,0.6796
244,0.2803
245,1.0274
246,0.423
247,0.5815
248,0.1754
249,0.201
250,0.4023
251,0.138
252,0.2257
253,0.393
254,0.3458
255,0.2103
256,0.5731
257,0.3747
258,0.4566
259,0.4974
260,0.4248
261,0.3505
262,0.2687
263,0.7597
264,0.1205
265,0.2302
266,0.527
267,1.1519
268,1.2843
269,0.2808
270,0.3221
271,0.5162
272,0.1968
273,0.0881
274,0.4393
275,0.5208
276,0.5269
277,0.432
278,0.658
279,0.28
280,0.4598
281,0.7703
282,0.186
283,0.7882
284,0.7365
285,0.4519
286,0.6194
287,0.9281
288,0.5486
289,0.207
290,1.2309
291,0.7962
292,0.3491
293,0.4446
294,0.3613
295,0.1812
296,0.3855
297,0.4408
298,1.0684
299,0.8614
300,0.1278
301,0.1012
302,0.4612
303,0.5371
304,0.1432
305,0.2147
306,0.33
307,0.3267
308,0.2627
309,0.2829
310,0.2166
311,0.2815
312,0.2047
313,0.7213
314,0.2332
315,0.5965
316,0.3619
317,0.6554
318,0.4893
319,0.1352
320,0.2712
321,0.5105
322,0.1996
323,0.593
324,0.6706
325,0.1852
326,0.7834
327,0.6313
328,0.5847
329,0.5799
330,2.2014
331,0.5665
332,0.5519
333,0.5542
334,0.489
335,0.9598
336,0.1527
337,1.0251
338,0.9689
339,0.6631
340,0.9249
341,0.306
342,0.2894
343,0.5655
344,0.4968
345,0.4931
346,0.9114
347,0.2485
348,0.9365
349,0.5441
350,0.5649
351,0.8397
352,0.6502
353,0.1479
354,0.4191
355,0.5866
356,0.6982
357,0.4022
358,0.3791
359,0.6724
360,0.3752
361,0.4133
362,0.2634
363,0.2962
364,0.2872
365,0.2516
366,0.4649
367,0.2171
368,0.545
369,0.5348
370,0.2909
371,0.5395
372,0.3481
373,0.2035
374,0.1576
375,0.3225
376,0.3179
377,0.2099
378,0.2278
379,1.3452
380,0.2016
381,0.7829
382,0.3189
383,0.8364
384,0.5618
385,0.1712
386,0.7319
387,0.756
388,0.4978
389,0.2352
390,0.3278
391,0.3428
392,0.422
393,0.2544
394,0.4737
395,0.5882
396,0.1795
397,0.8326
398,0.3431
399,0.5064
400,0.336
401,0.2357
402,0.5264
403,0.7994
404,0.6795
405,1.2844
406,0.1171
407,0.7586
408,0.3141
409,0.5427
410,0.7644
411,0.2493
412,0.2334
413,0.6462
414,0.3676
415,0.3852
416,0.6121
417,0.5061
418,0.5412
419,0.0959
420,0.2661
421,1.2455
422,0.1306
423,0.543
424,0.1964
425,0.1702
426,0.2395
427,0.3741
428,0.7012
429,0.5094
430,0.5692
431,0.347
432,0.3579
433,0.369
434,0.2103
435,0.7434
436,0.4076
437,0.8341
438,0.5971
439,0.3855
440,0.2966
441,0.7272
442,0.3085
443,0.3993
444,0.2696
445,0.2316
446,0.1577
447,0.6696
448,0.5084
449,0.6391
450,0.4458
451,0.7923
452,0.2385
453,0.1933
454,0.2652
455,0.7577
456,0.2389
457,0.3141
458,0.4514
459,0.6473
460,0.2455
461,1.496
462,0.4841
463,0.2797
464,0.9602
465,0.5974
466,0.511
467,0.3178
468,0.3098
469,0.3971
470,0.5586
471,0.343
472,0.7701
473,0.7736
474,0.2732
475,1.1827
476,0.7238
477,0.3214
478,0.8499
479,1.2082
480,0.252
481,0.8107
482,0.2311
483,0.2169
484,0.4004
485,0.5352
486,0.2987
487,0.1951
488,0.7612
489,0.1777
490,0.6532
491,0.3989
492,0.1499
493,0.5596
494,0.672
495,0.3372
496,0.4203
497,0.6983
498,0.1918
499,0.3254
500,0.1484
501,0.8
502,0.7623
503,0.2064
504,0.3326
505,0.342
506,0.1714
507,0.4549
508,0.598
509,0.1892
510,0.7096
511,0.4997
512,0.2544
513,0.8547
514,0.3027
515,0.4272
516,0.2184
517,0.0849
518,0.2769
519,0.7698
520,0.8476
521,0.9794
522,0.4671
523,0.2793
524,0.7449
525,0.4614
526,0.3753
527,0.3211
528,1.1773
529,0.5703
530,0.5157
531,0.1709
532,0.183
533,0.5268
534,0.453
535,0.9295
536,0.3753
537,0.4458
538,0.2859
539,0.3126
540,0.1452
541,0.0784
542,0.2395
543,0.931
544,0.6721
545,0.8453
546,0.4158
547,0.2806
548,0.3688
549,0.9468
550,0.6984
551,0.1631
552,0.3316
553,0.6657
554,0.2584
555,1.9782
556,1.1036
557,0.5816
558,0.2169
559,1.0321
560,1.505
561,0.7159
562,0.295
563,0.1526
564,0.315
565,0.9584
566,0.4648
567,0.9816
568,0.1793
569,0.6584
570,0.4896
571,1.0072
572,0.4137
573,0.6902
574,0.3795
575,0.2169
576,0.6426
