,0
0,0.3343
1,0.148
2,0.3893
3,0.2417
4,0.6403
5,0.5587
6,0.7541
7,0.5371
8,0.6608
9,0.1482
10,0.7533
11,0.1495
12,0.6655
13,0.333
14,0.4062
15,0.3233
16,0.2881
17,0.6915
18,0.5753
19,0.6382
20,0.304
21,0.3264
22,0.2481
23,0.4988
24,0.4683
25,0.6666
26,0.34
27,0.5698
28,0.3344
29,0.2018
30,0.9348
31,0.3262
32,0.4782
33,0.7099
34,0.3539
35,0.3347
36,0.6902
37,0.3946
38,0.7537
39,0.6244
40,0.6439
41,0.4223
42,0.8252
43,0.2639
44,0.1693
45,0.2116
46,0.7728
47,0.3932
48,0.5573
49,0.6513
50,0.1268
51,0.2732
52,0.5942
53,0.479
54,0.3502
55,0.8289
56,0.8361
57,0.5746
58,0.7179
59,0.4999
60,0.1225
61,0.3641
62,0.3203
63,0.1967
64,0.7872
65,0.3242
66,0.1377
67,0.5385
68,0.92
69,0.5799
70,0.4321
71,0.5103
72,0.4501
73,0.2014
74,0.2718
75,0.2623
76,0.6073
77,0.1579
78,0.3103
79,0.2691
80,0.8628
81,0.6611
82,0.5971
83,0.6844
84,0.5177
85,0.6597
86,0.2232
87,0.3431
88,0.3801
89,0.4338
90,0.2299
91,0.2225
92,0.4251
93,0.5557
94,0.1474
95,0.1517
96,0.5181
97,0.2065
98,0.342
99,0.4051
100,0.234
101,0.1982
102,0.3322
103,0.4231
104,0.4358
105,0.3053
106,0.7389
107,0.4732
108,0.1944
109,0.5415
110,0.4721
111,0.8478
112,0.5277
113,0.9507
114,0.3478
115,1.2039
116,0.2519
117,0.4804
118,0.4432
119,0.6522
120,0.3427
121,0.2569
122,0.328
123,0.2299
124,0.5851
125,0.2589
126,0.1634
127,0.3663
128,0.3265
129,0.3999
130,0.6988
131,0.4366
132,0.2312
133,0.4549
134,0.5409
135,0.2591
136,0.6206
137,0.7185
138,0.3686
139,0.7875
140,0.6199
141,0.2063
142,0.1614
143,0.2939
144,0.4504
145,0.3958
146,0.2693
147,0.4939
148,0.6518
149,0.8007
150,0.9672
151,0.7636
152,0.6283
153,0.731
154,0.8958
155,0.1758
156,0.1844
157,0.3461
158,0.6126
159,0.4177
160,0.4684
161,0.4523
162,1.2045
163,0.4963
164,0.6879
165,0.8421
166,0.3649
167,0.5293
168,0.6372
169,0.4201
170,0.8064
171,0.8575
172,0.6302
173,0.2683
174,0.3357
175,0.8577
176,0.4514
177,0.5763
178,0.2002
179,0.6242
180,0.4754
181,0.3861
182,0.4263
183,0.8215
184,0.8514
185,0.1273
186,0.2371
187,1.0065
188,0.478
189,0.8799
190,0.4701
191,0.1386
192,0.3849
193,0.7671
194,0.6173
195,0.6988
196,0.3895
197,0.3361
198,0.4762
199,0.8502
200,0.7457
201,0.3098
202,0.2996
203,0.2578
204,0.5239
205,0.4301
206,0.3155
207,0.1653
208,0.6076
209,0.8146
210,0.4018
211,0.2968
212,1.0372
213,0.7091
214,0.5223
215,0.4433
216,0.4457
217,0.2193
218,0.4493
219,0.652
220,0.3706
221,0.3977
222,0.318
223,0.3748
224,0.846
225,0.2479
226,0.5197
227,0.2532
228,0.5237
229,0.1708
230,0.9289
231,0.309
232,0.138
233,0.3434
234,0.182
235,0.4997
236,0.646
237,1.0888
238,0.7865
239,0.2732
240,1.1989
241,0.2826
242,0.2627
243,0.7356
244,0.5406
245,0.7902
246,0.6633
247,0.7
248,0.2703
249,0.1618
250,0.4078
251,0.1795
252,0.1752
253,0.5781
254,0.3695
255,0.3286
256,0.5464
257,0.5067
258,0.3467
259,0.3532
260,0.4107
261,0.2976
262,0.2338
263,0.8264
264,0.2594
265,0.2861
266,0.659
267,1.0113
268,0.8912
269,0.3507
270,0.6226
271,0.3694
272,0.1788
273,0.1168
274,0.9946
275,0.6788
276,0.555
277,0.4952
278,0.7113
279,0.4149
280,0.6469
281,0.6195
282,0.1851
283,0.9763
284,0.9922
285,0.3198
286,0.686
287,0.741
288,0.4252
289,0.1847
290,0.8633
291,0.6204
292,0.6734
293,0.3398
294,0.495
295,0.275
296,0.5235
297,0.27
298,1.0492
299,0.916
300,0.1612
301,0.1421
302,0.4523
303,0.5553
304,0.2851
305,0.1331
306,0.4137
307,0.4738
308,0.3486
309,0.4158
310,0.2191
311,0.4189
312,0.2767
313,1.0807
314,0.2838
315,0.5671
316,0.6108
317,0.6639
318,1.0374
319,0.3002
320,0.2965
321,0.4679
322,0.2264
323,0.6619
324,0.8016
325,0.1925
326,0.5501
327,0.4699
328,0.932
329,0.4417
330,1.3428
331,0.5258
332,0.8089
333,0.6127
334,0.2835
335,1.0247
336,0.2139
337,1.185
338,1.1107
339,0.6554
340,1.1217
341,0.2123
342,0.5216
343,0.6398
344,0.5819
345,0.439
346,0.7347
347,0.2475
348,0.7319
349,1.1186
350,0.582
351,0.6509
