,0
0,0.2087
1,0.1492
2,0.4122
3,0.2061
4,0.7294
5,0.7278
6,0.717
7,0.5181
8,0.4558
9,0.1771
10,0.636
11,0.1974
12,0.3235
13,0.3453
14,0.315
15,0.29
16,0.2715
17,0.6965
18,0.6496
19,0.468
20,0.2583
21,0.3239
22,0.3732
23,0.4935
24,0.4374
25,0.6157
26,0.2578
27,0.725
28,0.493
29,0.238
30,1.0523
31,0.3248
32,0.3609
33,0.769
34,0.3345
35,0.3912
36,0.799
37,0.358
38,0.5673
39,0.5987
40,0.3536
41,0.5553
42,0.8146
43,0.2728
44,0.1795
45,0.2197
46,0.9125
47,0.4191
48,0.5068
49,0.8359
50,0.1607
51,0.3892
52,0.6792
53,0.6257
54,0.6093
55,0.9856
56,0.7959
57,0.5601
58,0.5048
59,0.6474
60,0.1179
61,0.4447
62,0.368
63,0.1475
64,0.6631
65,0.2896
66,0.1496
67,0.5017
68,0.5237
69,0.6368
70,0.3031
71,0.5414
72,0.511
73,0.1571
74,0.3811
75,0.277
76,0.6803
77,0.1524
78,0.3383
79,0.2791
80,0.9085
81,0.6521
82,0.5019
83,0.6355
84,0.5297
85,0.6687
86,0.2941
87,0.2511
88,0.3943
89,0.5838
90,0.1918
91,0.235
92,0.3218
93,0.6469
94,0.147
95,0.1077
96,0.6976
97,0.2113
98,0.3302
99,0.3045
100,0.2243
101,0.2554
102,0.2677
103,0.4615
104,0.2856
105,0.4141
106,0.8707
107,0.4165
108,0.1436
109,0.5515
110,0.3406
111,0.6881
112,0.7817
113,0.6533
114,0.3723
115,0.8446
116,0.3908
117,0.3889
118,0.6533
119,0.6748
120,0.3011
121,0.3432
122,0.2302
123,0.1895
124,0.6946
125,0.1912
126,0.13
127,0.3114
128,0.4156
129,0.4159
130,0.6549
131,0.3517
132,0.3624
133,0.4992
134,0.4498
135,0.2147
136,0.5018
137,0.6952
138,0.436
139,0.7451
140,0.9228
141,0.1933
142,0.1892
143,0.2989
144,0.5839
145,0.3603
146,0.3421
147,0.4266
148,0.6954
149,0.8992
150,1.1702
151,0.8376
152,0.4465
153,0.7313
154,0.8467
155,0.1804
156,0.1648
157,0.3535
158,0.7331
159,0.4202
160,0.57
161,0.4157
162,1.247
163,0.5898
164,0.5806
165,0.6716
166,0.306
167,0.6106
168,0.9614
169,0.3982
170,0.7185
171,1.0881
172,0.4967
173,0.154
174,0.2498
175,0.6211
176,0.4069
177,0.5055
178,0.1754
179,0.5117
180,0.4462
181,0.3515
182,0.258
183,0.8509
184,0.6459
185,0.1635
186,0.2165
187,0.9839
188,0.5092
189,1.3609
190,0.4593
191,0.125
192,0.4884
193,0.691
194,0.8048
195,0.821
196,0.3159
197,0.3499
198,0.4742
